can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,cov_sta_dat,cov_end_dat,ind_con,net_ope_exp,tot_con,tot_dis,net_con,ope_exp,tot_rec,winner
H0IN02125,"MESSER, ALLEN LUCAS",H,IN,6.0,REP,INCUMBENT,SHELBYVILLE,IN,46176.0,1/1/2015,10/19/2016,599661.59,850117.48,1611691.08,1264038.51,1606836.78,852007.2,1617580.8,Y
H0AL05163,"BROOKS, MO",H,AL,5.0,REP,INCUMBENT,HUNTSVILLE,AL,35802.0,1/1/2015,10/19/2016,210492.0,86637.98,450025.21,92131.88,449975.21,87081.88,453429.32,Y
H4VA10089,"COMSTOCK, BARBARA J HONORABLE",H,VA,10.0,REP,INCUMBENT,MC LEAN,VA,22101.0,1/1/2015,10/19/2016,2590639.07,3692166.46,4252464.07,3760708.99,4245064.07,3701540.15,4650969.31,Y
H2OK04055,"COLE, TOM",H,OK,4.0,REP,INCUMBENT,NORMAN,OK,73070.0,1/1/2015,10/19/2016,788693.78,1337902.25,1714038.75,1445403.25,1711038.75,1338154.25,1720964.2,Y
H4WI06048,"GROTHMAN, GLENN S.",H,WI,6.0,REP,INCUMBENT,FOND DU LAC,WI,549641215.0,1/1/2015,10/19/2016,702996.15,739828.38,983092.1,756961.15,979492.1,746861.15,991704.87,Y
H8IL09067,"SCHAKOWSKY, JANICE D",H,IL,9.0,DEM,INCUMBENT,EVANSTON,IL,60202.0,1/1/2015,10/19/2016,954026.86,884011.59,1311626.86,1193119.83,1304944.64,886359.61,1324805.25,Y
H0PA06076,"COSTELLO, RYAN A",H,PA,6.0,REP,INCUMBENT,WEST CHESTER,PA,193802230.0,1/1/2015,10/19/2016,941470.78,1439766.48,2329933.18,1750390.78,2317483.18,1444947.33,2355543.86,Y
H2OH17109,"RYAN, TIMOTHY J.",H,OH,13.0,DEM,INCUMBENT,NILES,OH,44446.0,1/1/2015,10/19/2016,467449.1,908763.97,955858.2,969023.94,947408.2,909833.94,957291.81,Y
H6MS01131,"KELLY, JOHN TRENT",H,MS,1.0,REP,INCUMBENT,TUPELO,MS,38804.0,1/1/2015,10/19/2016,556029.85,771566.17,1014687.85,877527.17,1014137.85,771977.17,1065106.37,Y
H0MI03126,"AMASH, JUSTIN",H,MI,3.0,REP,INCUMBENT,GRAND RAPIDS,MI,49506.0,1/1/2015,10/19/2016,598604.39,628800.07,632804.39,695619.31,630804.39,640619.31,646623.63,Y
H0MN04049,"MCCOLLUM, BETTY",H,MN,4.0,DFL,INCUMBENT,ST PAUL,MN,55114.0,1/1/2015,10/19/2016,382972.18,639828.42,862414.18,873135.59,861905.84,644127.25,866713.01,Y
H6TX21012,"SMITH, LAMAR",H,TX,21.0,REP,INCUMBENT,SAN ANTONIO,TX,782090155.0,1/1/2015,10/19/2016,711109.93,1533957.21,1475341.33,1694337.86,1455741.33,1568174.86,1511193.21,Y
H0KY06104,"BARR, GARLAND ANDY",H,KY,6.0,REP,INCUMBENT,LEXINGTON,KY,405880588.0,1/1/2015,10/19/2016,1247890.34,1801575.26,2317764.24,2035976.32,2301014.24,1804776.32,2328825.18,Y
H0TN06257,"BLACK, DIANE L MRS.",H,TN,6.0,REP,INCUMBENT,GALLATIN,TN,370664497.0,1/1/2015,10/19/2016,650164.55,2423018.72,1664963.21,2608987.87,1660713.21,2434837.87,1676782.36,Y
H0IL05096,"QUIGLEY, MIKE",H,IL,5.0,DEM,INCUMBENT,CHICAGO,IL,60614.0,1/1/2015,10/19/2016,416195.11,495004.5,961720.11,744180.0,959920.11,495005.0,961863.34,Y
H8MS03067,"HARPER, GREGG",H,MS,3.0,REP,INCUMBENT,PEARL,MS,39208.0,1/1/2015,10/19/2016,368950.0,1031629.29,850830.0,1033629.29,848830.0,1031629.29,877830.0,Y
H6IN03229,"BANKS, JAMES E",H,IN,3.0,REP,OPEN,COLUMBIA CITY,IN,46725.0,4/1/2015,10/19/2016,1317750.18,1268380.07,1594659.81,1375414.83,1581125.05,1268380.07,1594659.81,Y
H6MI01226,"BERGMAN, JOHN",H,MI,1.0,REP,OPEN,WATERSMEET,MI,49969.0,1/18/2016,10/19/2016,498935.5,974243.16,742869.97,1003000.95,742869.97,992990.65,1128530.63,Y
H6FL18097,"MAST, BRIAN",H,FL,18.0,REP,OPEN,STUART,FL,34995.0,4/1/2015,10/19/2016,1982232.59,1938365.5,2248442.59,1965591.45,2229892.59,1938966.72,2361442.76,Y
H4MI11097,"TROTT, DAVID A",H,MI,11.0,REP,INCUMBENT,BIRMINGHAM,MI,48009.0,1/1/2015,10/19/2016,800080.73,723723.13,1192534.1,779741.94,1188044.1,750751.94,1219562.91,Y
H8PA05071,"THOMPSON, GLENN MR",H,PA,5.0,REP,INCUMBENT,HOWARD,PA,16841.0,1/1/2015,10/19/2016,675389.7,1034615.62,1120228.0,1095484.57,1116309.05,1035565.62,1145749.9,Y
H6VA01117,"SCOTT, ROBERT C.",H,VA,3.0,DEM,INCUMBENT,NEWPORT NEWS,VA,23607.0,1/1/2015,10/19/2016,160117.05,422472.69,661517.05,577616.15,661403.59,426252.69,665302.05,Y
H2MI17023,"LEVIN, SANDER M MR",H,MI,9.0,DEM,INCUMBENT,ROSEVILLE,MI,48066.0,1/1/2015,10/19/2016,232477.08,608029.35,1230357.08,1145783.21,1230057.08,621308.21,1244199.96,Y
H2TN06030,"BLACKBURN, MARSHA MRS.",H,TN,7.0,REP,INCUMBENT,BRENTWOOD,TN,370276209.0,1/1/2015,10/19/2016,817882.53,1262562.12,2016286.49,1272741.83,2011261.49,1262941.83,2036058.7,Y
H6FL10144,"DEMINGS, VALDEZ 'VAL'",H,FL,10.0,DEM,CHALLENGER,ORLANDO,FL,32853.0,7/1/2015,10/19/2016,836080.01,1155391.62,1340971.46,1296347.15,1333643.01,1155618.7,1351988.98,Y
H8LA02054,"RICHMOND, CEDRIC L.",H,LA,2.0,DEM,INCUMBENT,NEW ORLEANS,LA,70116.0,1/1/2015,10/19/2016,384060.07,622731.05,1323574.61,756772.56,1320239.61,625017.71,1325861.27,Y
H0IL14080,"HULTGREN, RANDY",H,IL,14.0,REP,INCUMBENT,PLANO,IL,60545.0,1/1/2015,10/19/2016,297020.73,679237.91,1142766.15,1028126.28,1139766.15,680226.28,1151130.39,Y
H6IA02146,"LOEBSACK, DAVID WAYNE",H,IA,2.0,DEM,INCUMBENT,IOWA CITY,IA,52244.0,1/1/2015,10/19/2016,636219.09,542597.07,1543736.54,610455.18,1542986.54,559455.18,1560594.65,Y
H0FL19080,"DEUTCH, THEODORE ELIOT",H,FL,22.0,DEM,INCUMBENT,BOCA RATON,FL,33928.0,1/1/2015,10/19/2016,1077680.68,1315472.86,1462380.68,1554143.9,1458880.68,1317728.57,1464636.39,Y
H0SC04257,"GOWDY, TREY",H,SC,4.0,REP,INCUMBENT,SPARTANBURG,SC,29304.0,1/1/2015,10/19/2016,1208630.45,802469.83,1497630.45,1201603.23,1490630.45,809824.03,1504984.65,Y
H6MI01028,"CONYERS, JOHN JR.",H,MI,13.0,DEM,INCUMBENT,DETROIT,MI,48221.0,1/1/2015,10/19/2016,180489.18,524673.96,601235.45,587087.19,599385.45,528600.15,605180.61,Y
H0SC03077,"DUNCAN, JEFFREY D MR.",H,SC,3.0,REP,INCUMBENT,LAURENS,SC,293600845.0,1/1/2015,10/19/2016,237660.81,394520.05,553960.81,607752.21,547460.81,394703.05,554343.81,Y
H6NC13129,"BUDD, THEODORE P MR.",H,NC,13.0,REP,CHALLENGER,ADVANCE,NC,27006.0,4/1/2016,10/19/2016,326820.0,420035.99,433820.0,420335.99,433520.0,420035.99,483820.0,Y
H8CA04152,"MCCLINTOCK, THOMAS",H,CA,4.0,REP,INCUMBENT,ROSEVILLE,CA,95661.0,1/1/2015,10/19/2016,877068.55,721156.26,995363.0,863592.82,989463.0,722167.82,996374.56,Y
H6TN01388,"ROE, DAVID PHILLIP DR.",H,TN,1.0,REP,INCUMBENT,JOHNSON CITY,TN,376043639.0,1/1/2015,10/19/2016,382217.06,228747.88,388217.06,277472.09,385217.06,229422.09,388891.27,Y
H6TX12060,"GRANGER, KAY",H,TX,12.0,REP,INCUMBENT,FORT WORTH,TX,761076556.0,1/1/2015,10/19/2016,760190.0,635720.6,1382299.9,987521.28,1380764.9,636116.28,1382990.94,Y
H0WA02080,"LARSEN, RICK",H,WA,2.0,DEM,INCUMBENT,EVERETT,WA,98206.0,1/1/2015,10/19/2016,194152.13,728688.85,907164.65,1025044.14,906664.65,729029.14,907508.49,Y
H2MI05119,"KILDEE, DANIEL T.",H,MI,5.0,DEM,INCUMBENT,FLUSHING,MI,48433.0,1/1/2015,10/19/2016,408122.43,398747.99,1008084.97,570747.99,1004984.97,398747.99,1008084.97,Y
H8NY21203,"TONKO, PAUL DAVID",H,NY,20.0,DEM,INCUMBENT,ALBANY,NY,12206.0,1/1/2015,10/19/2016,420056.24,502944.3,1105347.68,826666.79,1104630.52,503149.6,1109199.08,Y
H6FL09179,"SOTO, DARREN",H,FL,9.0,DEM,OPEN,ORLANDO,FL,32801.0,7/1/2015,10/19/2016,648690.88,971478.89,1067119.54,994048.89,1057719.54,971728.89,1077369.54,Y
H2PA11098,"BARLETTA, LOU",H,PA,11.0,REP,INCUMBENT,HAZLETON,PA,18201.0,1/1/2015,10/19/2016,515785.45,665475.15,1163619.35,753135.26,1160869.36,666450.27,1205316.17,Y
H6FL11126,"CASTOR, KATHY",H,FL,14.0,DEM,INCUMBENT,TAMPA,FL,33606.0,1/1/2015,10/19/2016,281211.13,497802.61,663961.13,728434.21,663061.13,500034.21,671830.09,Y
H4MI04126,"MOOLENAAR, JOHN",H,MI,4.0,REP,INCUMBENT,MIDLAND,MI,486402614.0,1/1/2015,10/19/2016,439018.64,616884.37,938124.06,664622.16,937624.06,618014.17,959446.52,Y
H6MD03292,"SARBANES, JOHN P. MR.",H,MD,3.0,DEM,INCUMBENT,TOWSON,MD,21285.0,1/1/2015,10/19/2016,923450.52,533199.04,923450.52,622697.46,921950.52,533375.46,923626.94,Y
H0CA10073,"DESAULNIER, MARK",H,CA,11.0,DEM,INCUMBENT,CONCORD,CA,94524.0,1/1/2015,10/19/2016,287306.98,287602.47,568045.65,401690.73,567045.65,290865.73,571308.91,Y
H0OH18077,"GIBBS, ROBERT",H,OH,7.0,REP,INCUMBENT,LAKEVILLE,OH,44638.0,1/1/2015,10/19/2016,267276.43,618589.17,879396.71,618691.51,879396.71,618691.51,879499.05,Y
H6CO01141,"DEGETTE, DIANA L.",H,CO,1.0,DEM,INCUMBENT,DENVER,CO,80220.0,1/1/2015,10/19/2016,516337.55,772980.76,1196126.85,1097346.05,1195641.56,773210.76,1196430.52,Y
H4NY27076,"HIGGINS, BRIAN",H,NY,26.0,DEM,INCUMBENT,BUFFALO,NY,14220.0,1/1/2015,10/19/2016,450079.95,342672.77,741761.07,524401.21,741761.07,343835.21,742927.5,Y
H0FL02086,"LAWSON, ALFRED JR",H,FL,5.0,DEM,CHALLENGER,TALLAHASSEE,FL,32301.0,1/1/2015,10/19/2016,189573.24,237502.38,241573.24,239804.03,239573.24,237804.03,342874.89,Y
H2TN07103,"KUSTOFF, DAVID",H,TN,8.0,REP,OPEN,GERMANTOWN,TN,38138.0,1/1/2015,10/19/2016,876231.0,966978.39,998531.0,971165.09,995031.0,967665.09,1225220.33,Y
H0IN04170,"ROKITA, THEODORE EDWARD",H,IN,4.0,REP,INCUMBENT,INDIANAPOLIS,IN,462197219.0,1/1/2015,10/19/2016,812287.82,750018.61,1288034.51,1046646.11,1286309.51,756514.11,1294537.71,Y
H2FL06109,"YOHO, THEODORE SCOTT",H,FL,3.0,REP,INCUMBENT,GAINESVILLE,FL,32608.0,1/1/2015,10/19/2016,619067.07,488663.05,800286.87,526362.54,785717.17,490700.16,802323.98,Y
H2TX03118,"JOHNSON, SAM MR.",H,TX,3.0,REP,INCUMBENT,PLANO,TX,75074.0,1/1/2015,10/19/2016,275767.81,1015714.11,1066344.04,1044432.81,1065344.04,1016532.81,1067217.05,Y
H8CT01046,"LARSON, JOHN B",H,CT,1.0,DEM,INCUMBENT,EAST HARTFORD,CT,6108.0,1/1/2015,10/19/2016,464040.2,992428.81,1528311.36,1392479.03,1521011.36,1003324.34,1541135.06,Y
H6MI04113,"UPTON, FREDERICK STEPHEN",H,MI,6.0,REP,INCUMBENT,ST. JOSEPH,MI,49085.0,1/1/2015,10/19/2016,788445.0,1802224.46,2723089.0,1825204.41,2719739.0,1821854.41,2835816.64,Y
H6WA07458,"JAYAPAL, PRAMILA",H,WA,7.0,DEM,OPEN,SEATTLE,WA,98118.0,1/21/2016,10/19/2016,2207732.9,2297795.3,2509839.94,2319286.83,2490989.94,2300311.83,2512412.09,Y
H2NJ05014,"FRELINGHUYSEN, RODNEY P.",H,NJ,11.0,REP,INCUMBENT,MORRISTOWN,NJ,7960.0,1/1/2015,10/19/2016,980712.0,907249.19,1834819.94,1377702.82,1834019.94,909062.82,1887451.71,Y
H4ME02234,"POLIQUIN, BRUCE L",H,ME,2.0,REP,INCUMBENT,OAKLAND,ME,4963.0,1/1/2015,10/19/2016,1533196.34,2200307.59,3176610.3,2210965.65,3171952.24,2200307.59,3235527.26,Y
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",H,TX,1.0,REP,INCUMBENT,TYLER,TX,75711.0,1/1/2015,10/19/2016,622389.67,775630.26,719809.67,801593.84,711709.67,780293.84,724509.16,Y
H6VA04061,"MCEACHIN, ASTON DONALD MR.",H,VA,4.0,DEM,CHALLENGER,HENRICO,VA,23227.0,1/1/2016,10/19/2016,375794.05,311874.65,703094.05,316884.06,700294.05,312084.06,703303.46,Y
H6CO03139,"TIPTON, SCOTT R.",H,CO,3.0,REP,INCUMBENT,CORTEZ,CO,813211321.0,1/1/2015,10/19/2016,911261.57,1529369.88,1627066.65,1572040.2,1616466.65,1538440.2,1636136.97,Y
H4GA06087,"PRICE, THOMAS EDMUNDS",H,GA,6.0,REP,INCUMBENT,ROSWELL,GA,30077.0,1/1/2015,10/19/2016,900272.68,1161422.01,2163196.21,2220875.8,2162896.21,1161550.8,2226326.28,Y
H6MD08457,"RASKIN, JAMIE",H,MD,8.0,DEM,OPEN,TAKOMA PARK,MD,20912.0,4/3/2015,10/19/2016,2138157.21,2002326.81,2400678.42,2112370.78,2393184.69,2004377.05,2403268.33,Y
H2NC09134,"PITTENGER, ROBERT M. HON.",H,NC,9.0,REP,INCUMBENT,CHARLOTTE,NC,282104922.0,1/1/2015,10/19/2016,189356.88,956313.28,708966.88,1093317.73,708716.88,967923.28,1041464.31,Y
H2AL03032,"ROGERS, MICHAEL DENNIS",H,AL,3.0,REP,INCUMBENT,ANNISTON,AL,36201.0,1/1/2015,10/19/2016,425227.0,806683.14,1079877.0,975920.5,1078677.0,807220.5,1083571.56,Y
H2OK02083,"MULLIN, MARKWAYNE MR.",H,OK,2.0,REP,INCUMBENT,WESTVILLE,OK,74965.0,1/1/2015,10/19/2016,534334.62,1216941.17,1444634.62,1385788.99,1439534.62,1221188.99,1541946.64,Y
H2OH03125,"BEATTY, JOYCE",H,OH,3.0,DEM,INCUMBENT,BLACKLICK,OH,43004.0,1/1/2015,10/19/2016,275013.86,600893.33,1063735.86,617640.16,1061235.86,607768.16,1070610.69,Y
H2WA06129,"KILMER, DEREK",H,WA,6.0,DEM,INCUMBENT,TACOMA,WA,98402.0,1/1/2015,10/19/2016,998057.35,585197.16,1979244.29,988382.61,1978192.29,586859.63,2044217.73,Y
H2CA15094,"SWALWELL, ERIC MICHAEL",H,CA,15.0,DEM,INCUMBENT,DUBLIN,CA,94568.0,1/1/2015,10/19/2016,1066700.13,960410.84,1810904.64,1251098.89,1788569.64,985428.89,1838648.18,Y
H2OH09031,"KAPTUR, MARCY C HON.",H,OH,9.0,DEM,INCUMBENT,TOLEDO,OH,43697.0,1/1/2015,10/19/2016,290732.94,325129.71,846476.41,642032.34,843773.78,325129.71,847476.41,Y
H2NC08185,"HUDSON, RICHARD L. JR.",H,NC,8.0,REP,INCUMBENT,CONCORD,NC,280271500.0,1/1/2015,10/19/2016,679702.12,2206944.74,1947467.12,2339250.93,1935727.12,2214793.62,1989245.14,Y
H0IN08114,"BUCSHON, LARRY D.",H,IN,8.0,REP,INCUMBENT,NEWBURGH,IN,47629.0,1/1/2015,10/19/2016,281757.0,531175.53,902007.0,917682.66,888332.0,533842.2,957203.47,Y
H2NY13096,"ESPAILLAT, ADRIANO",H,NY,13.0,DEM,OPEN,NEW YORK,NY,10034.0,1/1/2015,10/19/2016,607194.01,597941.21,773929.01,635931.43,742839.01,597941.21,774015.23,Y
H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",H,NE,1.0,REP,INCUMBENT,LINCOLN,NE,685104128.0,1/1/2015,10/19/2016,446947.4,268820.36,756447.4,348220.36,755947.4,268820.36,761478.86,Y
H2IL13120,"DAVIS, RODNEY L",H,IL,13.0,UNK,INCUMBENT,TAYLORVILLE,IL,625689601.0,1/1/2015,10/19/2016,704874.6,1435552.57,2433269.14,1682519.52,2428419.14,1438979.27,2475122.55,Y
H6WA09025,"SMITH, D ADAM",H,WA,9.0,DEM,INCUMBENT,RENTON,WA,98057.0,1/1/2015,10/19/2016,257968.93,827743.66,825468.93,1050617.41,823718.93,829274.73,829791.46,Y
H8UT03089,"CHAFFETZ, JASON",H,UT,3.0,REP,INCUMBENT,ALPINE,UT,84004.0,1/1/2015,10/19/2016,534758.35,1123032.32,1263559.52,1188339.97,1260859.52,1124039.97,1294067.17,Y
H4SC01073,"SANFORD, MARSHALL C. HON.",H,SC,1.0,REP,INCUMBENT,MOUNT PLEASANT,SC,294645312.0,1/1/2015,10/19/2016,451963.0,154281.91,679713.0,154966.02,679713.0,154416.02,679847.11,Y
H8CT04172,"HIMES, JIM",H,CT,4.0,DEM,INCUMBENT,COS COB,CT,6807.0,1/1/2015,10/19/2016,999847.54,595903.38,1959376.82,781243.38,1951571.82,598863.38,2028132.3,Y
H4MO05234,"CLEAVER, EMANUEL II",H,MO,5.0,DEM,INCUMBENT,KANSAS CITY,MO,641336325.0,1/1/2015,10/19/2016,214663.0,677611.61,1066028.26,713399.51,1043228.26,678599.51,1067016.16,Y
H6CO07023,"PERLMUTTER, EDWIN G",H,CO,7.0,DEM,INCUMBENT,WHEAT RIDGE,CO,80033.0,1/1/2015,10/19/2016,657499.85,1633529.89,1792852.21,1649109.53,1792852.21,1649109.53,1808431.85,Y
H4PA15087,"DENT, CHARLES W. REP.",H,PA,15.0,REP,INCUMBENT,ALLENTOWN,PA,181044546.0,1/1/2015,10/19/2016,567091.0,929763.67,1554995.99,1393923.34,1549179.32,931106.67,1563907.61,Y
H6FL13205,"CRIST, CHARLIE JOSEPH",H,FL,13.0,DEM,CHALLENGER,ST. PETERSBURG,FL,33731.0,10/1/2015,10/19/2016,1184544.03,1423660.22,1555149.87,1425045.22,1554109.87,1424005.22,1594194.87,Y
H6NJ12136,"LANCE, LEONARD",H,NJ,7.0,REP,INCUMBENT,COLONIA,NJ,7067.0,1/1/2015,10/19/2016,372792.61,958340.3,1028345.54,1030778.3,1027145.54,959285.3,1029365.54,Y
H8NY06048,"MEEKS, GREGORY W.",H,NY,5.0,DEM,INCUMBENT,JAMAICA,NY,11432.0,1/1/2015,10/19/2016,204707.38,835060.58,907507.38,927237.25,907507.38,837932.25,911613.81,Y
H2PA09035,"SHUSTER, WILLIAM MR.",H,PA,9.0,REP,INCUMBENT,HOLLIDAYSBURG,PA,16648.0,1/1/2015,10/19/2016,1483962.56,3019946.99,3708442.11,3540530.2,3704292.11,3026396.6,3721975.05,Y
H2SC02059,"WILSON, JOE THE HON.",H,SC,2.0,REP,INCUMBENT,WEST COLUMBIA,SC,291712145.0,1/1/2015,10/19/2016,434470.02,606103.29,1018320.02,619613.46,1017820.02,606113.46,1023745.17,Y
H4MI07103,"WALBERG, TIMOTHY L HON.",H,MI,7.0,REP,INCUMBENT,TIPTON,MI,492879807.0,1/1/2015,10/19/2016,1048785.69,1750406.16,2073389.69,1762636.06,2070489.69,1750406.16,2229773.63,Y
H0WA03187,"HERRERA BEUTLER, JAIME",H,WA,3.0,REP,INCUMBENT,RIDGEFIELD,WA,986420020.0,1/1/2015,10/19/2016,852676.42,1093354.65,1265076.42,1289243.43,1261401.42,1096633.43,1270347.5,Y
H0FL12101,"ROSS, DENNIS ALAN",H,FL,15.0,REP,INCUMBENT,LAKELAND,FL,33813.0,1/1/2015,10/19/2016,244516.04,920451.8,1134624.03,925570.5,1134624.03,925570.5,1156759.57,Y
H6FL07140,"MURPHY, STEPHANIE",H,FL,7.0,DEM,CHALLENGER,WINTER PARK,FL,32790.0,4/1/2016,10/19/2016,474995.83,601122.27,760830.56,603345.23,759320.56,601835.23,777543.52,Y
H8TX22107,"OLSON, PETER G.",H,TX,22.0,REP,INCUMBENT,SUGAR LAND,TX,774792455.0,1/1/2015,10/19/2016,544480.23,1058886.64,1450130.67,1171709.83,1438730.67,1073014.52,1466388.81,Y
H4MS02068,"THOMPSON, BENNIE G.",H,MS,2.0,DEM,INCUMBENT,BOLTON,MS,39041.0,1/1/2015,10/19/2016,114127.83,761265.17,922794.7,809357.51,922794.7,761482.51,925820.94,Y
H4FL20023,"SCHULTZ, DEBBIE WASSERMAN",H,FL,23.0,DEM,INCUMBENT,WESTON ,FL,33326.0,1/1/2015,10/19/2016,2760070.78,3615286.48,3564635.25,3856443.36,3550785.06,3623710.93,3881686.45,Y
H8CO06138,"COFFMAN, MIKE REP.",H,CO,6.0,REP,INCUMBENT,GREENWOOD VILLAGE,CO,801111349.0,1/1/2015,10/19/2016,1998078.17,2691169.92,3199556.32,2778184.98,3154446.32,2698930.02,3287403.49,Y
H2TX33040,"WILLIAMS, ROGER",H,TX,25.0,REP,INCUMBENT,AUSTIN,TX,787091061.0,1/1/2015,10/19/2016,847072.49,1052082.07,1403676.28,1106588.36,1388482.28,1062736.27,1663233.82,Y
H8NM01257,"LUJAN GRISHAM, MICHELLE",H,NM,1.0,DEM,INCUMBENT,ALBUQUERQUE,NM,87107.0,1/1/2015,10/19/2016,958312.89,1207357.16,1732010.11,1755963.55,1691081.88,1265686.52,1790339.47,Y
H2SC02042,"CLYBURN, JAMES E.",H,SC,6.0,DEM,INCUMBENT,COLUMBIA,SC,29203.0,1/1/2015,10/19/2016,337986.23,864679.61,2032648.2,1979541.02,2025138.2,864790.61,2036771.72,Y
H2MN08111,"NOLAN, RICHARD M.",H,MN,8.0,DFL,INCUMBENT,CROSBY,MN,56441.0,1/1/2015,10/19/2016,1532579.67,1863869.24,2571157.44,1882394.27,2561459.69,1867009.52,2574297.72,Y
H4TX10093,"MCCAUL, MICHAEL",H,TX,10.0,REP,INCUMBENT,AUSTIN,TX,787012514.0,1/1/2015,10/19/2016,943958.56,1376646.15,1615019.0,1503453.51,1599109.0,1377394.51,1665127.94,Y
H4NJ01084,"NORCROSS, DONALD W",H,NJ,1.0,DEM,INCUMBENT,CAMDEN,NJ,8102.0,1/1/2015,10/19/2016,1210670.79,1851705.17,2027685.6,2018985.66,2027675.6,1853551.89,2279813.41,Y
H8OR05107,"SCHRADER, KURT",H,OR,5.0,DEM,INCUMBENT,CANBY,OR,97013.0,1/1/2015,10/19/2016,457515.98,1109359.39,1723579.8,1459029.09,1722069.8,1173019.09,1788129.51,Y
H8KS02090,"JENKINS, LYNN",H,KS,2.0,REP,INCUMBENT,TOPEKA,KS,666011441.0,1/1/2015,10/19/2016,770114.43,736385.25,2080086.43,895295.25,2074886.43,736385.25,2102582.59,Y
H2CA06259,"HUFFMAN, JARED",H,CA,2.0,DEM,INCUMBENT,SAN RAFAEL,CA,94915.0,1/1/2015,10/19/2016,535406.79,521336.86,918943.27,699921.4,908683.27,522026.11,923299.15,Y
H4NJ03130,"MACARTHUR, THOMAS",H,NJ,3.0,REP,INCUMBENT,TOMS RIVER,NJ,8753.0,1/1/2015,10/19/2016,751314.98,1253462.23,1579059.23,1606286.53,1573734.23,1254461.53,1803687.96,Y
H0WA08046,"DELBENE, SUZAN K",H,WA,1.0,DEM,INCUMBENT,BOTHELL,WA,98041.0,1/1/2015,10/19/2016,1020717.45,983829.87,1870977.4,1431643.64,1858474.33,999515.57,1928448.37,Y
H0TN03254,"FLEISCHMANN, CHARLES J",H,TN,3.0,REP,INCUMBENT,CHATTANOOGA,TN,37402.0,1/1/2015,10/19/2016,971468.86,827747.49,1593694.14,1051967.76,1587994.14,828760.21,1596379.7,Y
H4AR02141,"HILL, JAMES FRENCH",H,AR,2.0,REP,INCUMBENT,LITTLE ROCK,AR,72217.0,1/1/2015,10/19/2016,1190899.38,1323692.33,2053082.07,1390742.4,2051232.07,1362892.4,2143519.26,Y
H0SC05031,"MULVANEY, JOHN MICHAEL 'MICK'",H,SC,5.0,REP,INCUMBENT,INDIAN LAND,SC,29707.0,1/1/2015,10/19/2016,545053.39,791665.56,1173573.41,866579.69,1168373.41,792879.69,1175146.83,Y
H2CT05131,"ESTY, ELIZABETH",H,CT,5.0,DEM,INCUMBENT,CHESHIRE,CT,6410.0,1/1/2015,10/19/2016,1276634.82,782972.74,1876155.35,900079.29,1867329.89,783653.83,1877000.94,Y
H0MS04120,"PALAZZO, STEVEN MCCARTY",H,MS,4.0,REP,INCUMBENT,BILOXI,MS,39535.0,1/1/2015,10/19/2016,227976.28,369376.37,736576.28,502593.19,734076.28,370093.19,737293.1,Y
H4WA08071,"REICHERT, DAVE",H,WA,8.0,REP,INCUMBENT,BELLEVUE,WA,98015.0,1/1/2015,10/19/2016,602395.68,1255862.52,1502925.18,1267596.95,1500425.18,1260096.95,1507159.61,Y
H6IN09176,"HOLLINGSWORTH, TREY",H,IN,9.0,REP,OPEN,JEFFERSONVILLE,IN,47130.0,6/4/2015,10/19/2016,94148.45,2980633.87,332670.75,3024056.06,332670.75,2980633.87,3106170.75,Y
H8NY01148,"ZELDIN, LEE M",H,NY,1.0,REP,INCUMBENT,SHIRLEY,NY,11967.0,1/1/2015,10/19/2016,2690470.16,2618421.22,3932892.44,2641402.41,3925792.44,2618421.22,4178715.07,Y
H0NH02181,"KUSTER, ANN MCLANE",H,NH,2.0,DEM,INCUMBENT,CONCORD,NH,3302.0,1/1/2015,10/19/2016,1893088.36,1580318.9,3035819.19,1802338.11,3008526.15,1613155.07,3079929.82,Y
H6MN02149,"LEWIS, JASON MARK MR.",H,MN,2.0,REP,OPEN,WOODBURY,MN,55129.0,10/1/2015,10/19/2016,658134.96,698364.86,787572.46,713388.28,772922.46,698738.28,787945.88,Y
H4NY04075,"RICE, KATHLEEN",H,NY,4.0,DEM,INCUMBENT,MINEOLA,NY,11501.0,1/1/2015,10/19/2016,1348483.24,1388529.94,1916810.49,1427067.54,1904198.6,1414455.65,2042579.5,Y
H4CA33119,"LIEU, TED",H,CA,33.0,DEM,INCUMBENT,LOS ANGELES,CA,90048.0,1/1/2015,10/19/2016,1431664.15,638745.47,1875220.2,1026641.14,1851520.2,651654.14,1890212.07,Y
H0GA07133,"WOODALL, ROB REP.",H,GA,7.0,REP,INCUMBENT,LAWRENCEVILLE,GA,300461871.0,1/1/2015,10/19/2016,200328.0,286006.8,588520.26,356526.6,588520.26,286026.6,588540.06,Y
H2MN07014,"PETERSON, COLLIN CLARK",H,MN,7.0,DEM,INCUMBENT,DETROIT LAKES,MN,56501.0,1/1/2015,10/19/2016,189397.99,442366.17,1125808.7,624028.66,1125708.7,444129.98,1127669.05,Y
H8CA01109,"THOMPSON, MIKE MR.",H,CA,5.0,DEM,INCUMBENT,NAPA,CA,94581.0,1/1/2015,10/19/2016,660597.02,1215624.93,1846790.05,1698771.0,1842739.05,1219377.05,1865866.37,Y
